specialites,formation,nb_candidats_voeu,nb_candidats_admis,nb_candidats_acceptes
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Formations d'ART,47,18.0,11
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Ensemble des candidats bacheliers,869,786.0,642
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Licence Sciences du langage - Linguistique,6,6.0,1
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",D.E sanitaire,49,11.0,4
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Physique,15,11.0,3
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Philosophie, Epistémologie",0,0.0,0
"['Physique-Chimie', 'Sciences économiques et sociales']",PASS,83,23.0,7
"['Physique-Chimie', 'Sciences économiques et sociales']",D.E sanitaire,67,28.0,25
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Licence Génie civil,82,49.0,6
"['Physique-Chimie', 'Sciences de la vie et de la terre']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",47,30.0,1
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Histoire,36,34.0,8
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Pluri Langues,2,1.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Pluri Lettres - Sciences du langage - Arts,3,2.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Sciences politiques,3,1.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",DCG,4,1.0,1
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence Mathématiques,0,0.0,0
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Sciences Po,0,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",CUPGE,1,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",DCG,6,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Lettres - Langues - Sciences humaines,1,1.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",BTS service,3,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Formations d'ART,2,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Sciences Po,0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Sciences du langage - Linguistique,94,83.0,9
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Physique et chimie,0,0.0,0
"['Arts', 'Numérique et Sciences Informatiques']",PASS,4,0.0,0
"['Arts', 'Physique-Chimie']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",5,4.0,1
"['Arts', 'Physique-Chimie']",Licence Pluri Langues,0,0.0,0
"['Arts', ""Sciences de l'ingénieur""]",BTS production,10,4.0,2
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']","Licence Archéologie, Ethno, Préhistoire, Anthropologie",0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",BUT Production,0,0.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",D.E sanitaire,8,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences,0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Formations des écoles nationales vétérinaires,0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]","Licence Mécanique, Génie mécanique, Ingénierie mécanique",0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]","Licence Philosophie, Epistémologie",0,0.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]","Licence Sociologie, Démographie",6,6.0,0
"['Sciences de la vie et de la terre', ""Sciences de l'ingénieur""]",BTS agricole,15,11.0,6
"['Arts', 'Humanités, Littérature et Philosophie']",Licence MASS,0,0.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Pluri Sciences humaines et sociales,4,1.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",BUT Production,69,18.0,8
"['Arts', 'Humanités, Littérature et Philosophie']",Ensemble des candidats bacheliers,3256,3005.0,2451
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Lettres - Langues - Sciences humaines,2,2.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence STAPS,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences religieuses,1,1.0,1
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Droit - Sciences éco - AES,1,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",PASS,30,8.0,4
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",CPGE S,81,18.0,7
"['Arts', 'Mathématiques']",Licence Formation générale aux métiers de l'ingénieur,17,8.0,3
"['Arts', 'Mathématiques']",Licence MASS,24,19.0,4
"['Arts', 'Mathématiques']",D.E sanitaire,30,7.0,3
"['Arts', 'Numérique et Sciences Informatiques']",Licence Formation générale aux métiers de l'ingénieur,9,6.0,0
"['Arts', 'Numérique et Sciences Informatiques']",Licence Physique,2,2.0,0
"['Arts', 'Numérique et Sciences Informatiques']",Licence Sciences politiques,1,0.0,0
"['Arts', 'Numérique et Sciences Informatiques']",Licence Sciences religieuses,1,1.0,0
"['Arts', 'Numérique et Sciences Informatiques']",CUPGE,0,0.0,0
"['Arts', 'Physique-Chimie']",Licence Sciences de l'information et de la communication,23,14.0,2
"['Arts', 'Sciences économiques et sociales']",Licence MASS,1,1.0,0
"['Arts', 'Sciences économiques et sociales']",Licence Sciences juridiques,368,288.0,142
"['Arts', 'Sciences économiques et sociales']",BUT Production,140,33.0,11
"['Arts', 'Sciences de la vie et de la terre']",Licence Langues et littératures françaises,33,28.0,4
"['Arts', 'Sciences de la vie et de la terre']",Licence Mathématiques et informatique,0,0.0,0
"['Arts', 'Sciences de la vie et de la terre']",BTS production,45,10.0,5
"['Arts', 'Sciences de la vie et de la terre']",Sciences Po,1,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Sciences de gestion,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Sciences religieuses,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Autres formations,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence AES,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Formations d'ART,0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence AES,8,7.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence STAPS,103,58.0,33
"['Biologie-Ecologie', 'Mathématiques']",Licence Sciences de l'éducation,24,12.0,5
"['Biologie-Ecologie', 'Mathématiques']",Ecoles de Commerce,6,6.0,4
"['Biologie-Ecologie', 'Mathématiques']",Autres formations,32,13.0,4
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Sciences religieuses,0,0.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Sciences économiques,9,3.0,1
"['Physique-Chimie', 'Biologie-Ecologie']",DCG,12,2.0,0
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences juridiques,65,39.0,23
"['Physique-Chimie', 'Biologie-Ecologie']",Ecoles de Commerce,8,6.0,5
"['Physique-Chimie', 'Biologie-Ecologie']",CUPGE,2,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Informatique,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Sciences de l'éducation,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Pluri Sciences économiques - Gestion,7,5.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Licence Sciences du langage - Linguistique,11,10.0,3
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",BUT Service,15,3.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",D.E social,2,1.0,1
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Licence Génie civil,2,0.0,0
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Licence Pluri Lettres - Sciences du langage - Arts,152,131.0,24
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",Licence Sciences du langage - Linguistique,291,250.0,49
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Géographie,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Physique,0,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Sciences politiques,1,0.0,0
"['Humanités, Littérature et Philosophie', ""Sciences de l'ingénieur""]",Licence Sciences religieuses,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences du langage - Linguistique,14,14.0,4
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",CPGE L,260,197.0,81
"['Mathématiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",Ecoles d'Ingénieurs,187,85.0,51
"['Numérique et Sciences Informatiques', 'Mathématiques']",Licence Pluri Sciences fondamentales et applications,45,7.0,1
"['Numérique et Sciences Informatiques', 'Mathématiques']",CUPGE,267,110.0,31
"['Numérique et Sciences Informatiques', 'Mathématiques']",Sciences Po,24,2.0,2
"['Physique-Chimie', 'Mathématiques']",Licence Pluri Sciences,1322,635.0,73
"['Physique-Chimie', 'Mathématiques']","Licence Sciences de la vie, biologie, santé",4797,3016.0,335
"['Sciences économiques et sociales', 'Mathématiques']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",68,25.0,7
"['Sciences économiques et sociales', 'Mathématiques']",Licence Sciences de l'éducation,789,484.0,168
"['Sciences économiques et sociales', 'Mathématiques']",Licence Sciences politiques,1429,293.0,57
"['Sciences économiques et sociales', 'Mathématiques']","Licence Sociologie, Démographie",2566,1948.0,250
"['Sciences économiques et sociales', 'Mathématiques']",BTS service,6648,4020.0,1043
"['Sciences économiques et sociales', 'Mathématiques']",CPGE ECG,7390,5562.0,2660
"['Sciences économiques et sociales', 'Mathématiques']",D.E sanitaire,539,180.0,124
"['Sciences de la vie et de la terre', 'Mathématiques']",Licence Génie civil,81,53.0,12
"['Sciences de la vie et de la terre', 'Mathématiques']",Licence Sciences de l'information et de la communication,423,254.0,38
"['Sciences de la vie et de la terre', 'Mathématiques']",Sciences Po,302,31.0,26
"['Mathématiques', ""Sciences de l'ingénieur""]",Licence Arts,162,103.0,36
"['Mathématiques', ""Sciences de l'ingénieur""]","Licence Philosophie, Epistémologie",24,18.0,2
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]","Licence Sociologie, Démographie",0,0.0,0
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Mathématiques,105,51.0,8
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Sciences de l'éducation,6,3.0,1
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Ecoles d'Ingénieurs,88,54.0,36
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']","Licence Archéologie, Ethno, Préhistoire, Anthropologie",1,0.0,0
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Licence STAPS,169,105.0,73
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Arts,29,15.0,6
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence LEA,15,13.0,6
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Langues et littératures étrangères,20,14.0,6
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences religieuses,0,0.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Géographie,50,20.0,3
"['Arts', 'Humanités, Littérature et Philosophie']",Licence LEA,190,127.0,25
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Langues et littératures françaises,913,789.0,207
"['Arts', 'Humanités, Littérature et Philosophie']",Licence STAPS,77,35.0,16
"['Arts', 'Humanités, Littérature et Philosophie']",CPGE S,37,12.0,4
"['Arts', ""Littératures, langues et culture de l'antiquité""]","Licence Mécanique, Génie mécanique, Ingénierie mécanique",0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",CPGE ECG,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Génie civil,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Histoire,790,669.0,196
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences politiques,42,8.0,1
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",BUT Service,434,109.0,49
"['Arts', 'Mathématiques']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",12,5.0,1
"['Arts', 'Mathématiques']",Licence Sciences du langage - Linguistique,18,13.0,1
"['Arts', 'Numérique et Sciences Informatiques']",Licence AES,3,2.0,0
"['Arts', 'Numérique et Sciences Informatiques']","Licence Psychlogie, Sciences cognitives",15,6.0,2
"['Arts', 'Numérique et Sciences Informatiques']",Ensemble des candidats bacheliers,367,296.0,218
"['Arts', 'Sciences économiques et sociales']",Licence Génie civil,0,0.0,0
"['Arts', 'Sciences économiques et sociales']",Licence Mathématiques et informatique,0,0.0,0
"['Arts', 'Sciences économiques et sociales']",Licence Physique et chimie,0,0.0,0
"['Arts', 'Sciences de la vie et de la terre']",Licence Géographie,17,15.0,2
"['Arts', ""Sciences de l'ingénieur""]",Licence Génie civil,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Sciences juridiques,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Sciences politiques,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences politiques,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",DEUST,0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence Pluri Lettres - Langues - Sciences humaines,1,1.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Pluri Sciences,20,12.0,1
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",Licence Arts,33,26.0,10
"['Humanités, Littérature et Philosophie', ""Littératures, langues et culture de l'antiquité""]",Formations d'ART,7,3.0,3
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",14,4.0,0
